id,filerId,filingId,filerName,filingDate,departmentName,positionName,offices,periodStart,periodEnd,entityName,address,city,state,zip,businessType,description,natureOfInvestment,natureOfInvestment_OtherDescription,businessPosition,dateAcquired,dateDisposed,fairMarketValueScheduleA2,fairMarketValueScheduleA2AsRange,grossIncomeReceived,grossIncomeReceivedAsRange,incomeSources,realProperty_investmentType,realProperty_businessName,realProperty_parcelAddress,realProperty_descriptionOrCityOrLocation,realProperty_dateAcquired,realProperty_dateDisposed,realProperty_fairMarketValue,realProperty_fairMarketValueAsRange,realProperty_natureOfInterest,realProperty_natureOfInterest_LeaseYearsRemaining,realProperty_natureOfInterest_OtherDescription
ab46836434ed4cfbb00672a74c94bc4b,SFO-153636,190274686,"Jerdonek, Christopher",05/29/2020 03:37:47 PM,EOBCDH_Elections Commission,Commissioner,Commissioner - Elections Commission,01/01/2019,12/31/2019,"Shotwell Labs, Inc.",[REDACTED],San Francisco,CA,94115,Business Entity,Software startup,Other,Corporation,Co-founder,,,100000,"$100,001 - $1,000,000",10000,"$10,001 - $100,000",,,,,,,,,,,,
0ece0ee2c75a4c75afa78e1ac4068499,SFO-155270,190270357,"Brackett, Bivett",05/29/2020 02:52:30 PM,EOBCDH_Commission on Community Investment and Infrastructure,Commissioner,Commissioner - Commission on Community Investment and Infrastructure,06/27/2019,12/31/2019,The Brackett Group,[REDACTED],San Francisco,CA,94134,Business Entity,General Consulting,Sole Proprietorship,,Owner ,,,2000,"$2,000 - $10,000",10000,"$10,001 - $100,000",SF Democratic Party,,,,,,,,,,,
ad97eae89b984ca8aad4160808b9efc1,SFO-154164,190269592,"Zouzounis, Miriam",05/29/2020 02:42:58 PM,EOBCDH_Small Business Commission,Commissioner,Commissioner - Small Business Commission,01/01/2019,12/31/2019,Transamerica Retirement Solutions Corporation,[REDACTED],Cedar Rapids,IA,52499,Business Entity,403(b) Retirement Plan,Other,Retirement Plan,,,,2000,"$2,000 - $10,000",1000,"$1,001 - $10,000",,,,,,,,,,,,
3f68a1b1f690450fa604ba8d399f4046-1,SFO-1906,190218990,"Fewer, Sandra",05/28/2020 01:37:33 PM,"EOBCDH_Board of Supervisors, EOBCDH_Local Agency Formation Commission","Supervisor, Commissioner",Supervisor - Board of Supervisors Commissioner - Local Agency Formation Commission Director -  Director - ,01/01/2019,12/31/2019,"John and Sandra Fewer Living Trust March 8, 2005",[REDACTED],San Francisco,CA,94121,Trust,,Unset,,,,,,Unset,100000,"Over $100,000","Rent - 2195 39th Ave, 273-275 Dolores St|Gerald Ball - sold property at 273-275 Dolores on   7/19/19 for $1,680,000",Real Property,"767 22nd Ave, San Francisco, CA 94121",[REDACTED],"767 22nd Ave, San Francisco, CA 94121",,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
3f68a1b1f690450fa604ba8d399f4046-4,SFO-1906,190218990,"Fewer, Sandra",05/28/2020 01:37:33 PM,"EOBCDH_Board of Supervisors, EOBCDH_Local Agency Formation Commission","Supervisor, Commissioner",Supervisor - Board of Supervisors Commissioner - Local Agency Formation Commission Director -  Director - ,01/01/2019,12/31/2019,"John and Sandra Fewer Living Trust March 8, 2005",[REDACTED],San Francisco,CA,94121,Trust,,Unset,,,,,,Unset,100000,"Over $100,000","Rent - 2195 39th Ave, 273-275 Dolores St|Gerald Ball - sold property at 273-275 Dolores on   7/19/19 for $1,680,000",Real Property,"273-275 Dolores St, San Francisco, CA, 94103",[REDACTED],"273-275 Dolores St, San Francisco, CA, 94103",,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
3f68a1b1f690450fa604ba8d399f4046-3,SFO-1906,190218990,"Fewer, Sandra",05/28/2020 01:37:33 PM,"EOBCDH_Board of Supervisors, EOBCDH_Local Agency Formation Commission","Supervisor, Commissioner",Supervisor - Board of Supervisors Commissioner - Local Agency Formation Commission Director -  Director - ,01/01/2019,12/31/2019,"John and Sandra Fewer Living Trust March 8, 2005",[REDACTED],San Francisco,CA,94121,Trust,,Unset,,,,,,Unset,100000,"Over $100,000","Rent - 2195 39th Ave, 273-275 Dolores St|Gerald Ball - sold property at 273-275 Dolores on   7/19/19 for $1,680,000",Real Property,"60 Ridgewood Dr, San Rafael, CA, 94901",[REDACTED],"60 Ridgewood Dr, San Rafael, CA, 94901",,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
3f68a1b1f690450fa604ba8d399f4046-2,SFO-1906,190218990,"Fewer, Sandra",05/28/2020 01:37:33 PM,"EOBCDH_Board of Supervisors, EOBCDH_Local Agency Formation Commission","Supervisor, Commissioner",Supervisor - Board of Supervisors Commissioner - Local Agency Formation Commission Director -  Director - ,01/01/2019,12/31/2019,"John and Sandra Fewer Living Trust March 8, 2005",[REDACTED],San Francisco,CA,94121,Trust,,Unset,,,,,,Unset,100000,"Over $100,000","Rent - 2195 39th Ave, 273-275 Dolores St|Gerald Ball - sold property at 273-275 Dolores on   7/19/19 for $1,680,000",Real Property,"2195 39th Ave, San Francisco, CA 94116",[REDACTED],"2195 39th Ave, San Francisco, CA 94116",,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
40999fc4eea04463878566dc53ec26ba,SFO-152797,190198687,"Lee, Steven",05/28/2020 01:27:20 AM,EOBCDH_Entertainment Commission,Commissioner,Commissioner - Entertainment Commission,01/01/2019,12/31/2019,Steven Lee Shared Trust,[REDACTED],San Mateo,Ca,94403,Trust,,Unset,,,,,,Unset,10000,"$10,001 - $100,000",Frank Lee Survivors Trust|Frank Lee Survivors Trust IRA|Gerald A Lee Beneficial IRA|Frank Lee Qtip Trust|Diana Lee Bypass Trust,,,,,,,,,,,
ad1ac77b9b51445ea86e9aef2799e254-1,SFO-152797,190198687,"Lee, Steven",05/28/2020 01:27:20 AM,EOBCDH_Entertainment Commission,Commissioner,Commissioner - Entertainment Commission,01/01/2019,12/31/2019,"SBL Living Assets 2018, LLC",[REDACTED],San Mateo,CA,94403,Business Entity,"Food and Beverage Consultants *
Property & Small Business Investments
* Marketing Consultant",Other,Limited Liability Company,SBL Living Assets 2018 LLC,,,1000000,"Over $1,000,000",100000,"Over $100,000","Sam Wo Ventures, LLC",Real Property,"250 Clara Street Unit 1
San Francisco, Ca 94107",[REDACTED],"250 Clara Street Unit 1
San Francisco, Ca 94107",07/30/2018,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
ad1ac77b9b51445ea86e9aef2799e254-2,SFO-152797,190198687,"Lee, Steven",05/28/2020 01:27:20 AM,EOBCDH_Entertainment Commission,Commissioner,Commissioner - Entertainment Commission,01/01/2019,12/31/2019,"SBL Living Assets 2018, LLC",[REDACTED],San Mateo,CA,94403,Business Entity,"Food and Beverage Consultants *
Property & Small Business Investments
* Marketing Consultant",Other,Limited Liability Company,SBL Living Assets 2018 LLC,,,1000000,"Over $1,000,000",100000,"Over $100,000","Sam Wo Ventures, LLC",Investment,"Sam Wo Ventures, LLC
",[REDACTED],"713 Clay Street
San Francisco, Ca 94108",,,10000,"$10,001 - $100,000",Stock,,
ad1ac77b9b51445ea86e9aef2799e254-3,SFO-152797,190198687,"Lee, Steven",05/28/2020 01:27:20 AM,EOBCDH_Entertainment Commission,Commissioner,Commissioner - Entertainment Commission,01/01/2019,12/31/2019,"SBL Living Assets 2018, LLC",[REDACTED],San Mateo,CA,94403,Business Entity,"Food and Beverage Consultants *
Property & Small Business Investments
* Marketing Consultant",Other,Limited Liability Company,SBL Living Assets 2018 LLC,,,1000000,"Over $1,000,000",100000,"Over $100,000","Sam Wo Ventures, LLC",Investment,"Lions Den Ventures, LLC",[REDACTED],"57 Wentworth Place
San Francisco, CA  94108",,,100000,"$100,001 - $1,000,000",Stock,,
ad1ac77b9b51445ea86e9aef2799e254-4,SFO-152797,190198687,"Lee, Steven",05/28/2020 01:27:20 AM,EOBCDH_Entertainment Commission,Commissioner,Commissioner - Entertainment Commission,01/01/2019,12/31/2019,"SBL Living Assets 2018, LLC",[REDACTED],San Mateo,CA,94403,Business Entity,"Food and Beverage Consultants *
Property & Small Business Investments
* Marketing Consultant",Other,Limited Liability Company,SBL Living Assets 2018 LLC,,,1000000,"Over $1,000,000",100000,"Over $100,000","Sam Wo Ventures, LLC",Investment,"J&D Ventures, LLC",[REDACTED],"2368 3rd Street
San Francisco, Ca  94107",07/01/2019,,10000,"$10,001 - $100,000",Stock,,
01f76647ab494cfba93cf0cad41ecc79,SFO-153478,190195939,"Hung, Richard",05/27/2020 07:52:45 PM,EOBCDH_Residential Rent Stabilization and Arbitration Board,Member,Member - Residential Rent Stabilization and Arbitration Board,01/01/2019,12/31/2019,Foster City Pediatric Medical Group,[REDACTED],Foster City,CA,94404,Business Entity,Medical corporation,Partnership,,None (wife is partner),,,10000,"$10,001 - $100,000",100000,"Over $100,000",,,,,,,,,,,,
92e46827afc446fca30ba0f803183273,SFO-1530,190176355,"Brown, Aimee",05/27/2020 01:26:46 PM,EOBCDH_Treasury Oversight Committee,Member,Member - Treasury Oversight Committee,01/01/2019,12/31/2019,Anderson Brown Family Trust,[REDACTED],San Francisco,CA,94123,Trust,,Unset,,,,,,Unset,1000,"$1,001 - $10,000",,,,,,,,,,,,
11b79e209bbf4c49b03b5570beef020e,SFO-1530,190176355,"Brown, Aimee",05/27/2020 01:26:46 PM,EOBCDH_Treasury Oversight Committee,Member,Member - Treasury Oversight Committee,01/01/2019,12/31/2019,Brown Family Trust,[REDACTED],San Francisco,CA,94123,Trust,,Unset,,,,,,Unset,10000,"$10,001 - $100,000",,,,,,,,,,,,
1d2e8d5c0f0c41c3b89632bc98f247ba,SFO-1530,190176355,"Brown, Aimee",05/27/2020 01:26:46 PM,EOBCDH_Treasury Oversight Committee,Member,Member - Treasury Oversight Committee,01/01/2019,12/31/2019,Corinna Anderson Trust,[REDACTED],San Franisco,CA,94123,Trust,,Unset,,,,,,Unset,1000,"$1,001 - $10,000",,,,,,,,,,,,
96a6a528cd2b449da7248cbcf8157daf,SFO-1530,190176355,"Brown, Aimee",05/27/2020 01:26:46 PM,EOBCDH_Treasury Oversight Committee,Member,Member - Treasury Oversight Committee,01/01/2019,12/31/2019,Anderson Brown Marital Qtip,[REDACTED],San Francisco,CA,94123,Trust,,Unset,,,,,,Unset,1000,"$1,001 - $10,000",,,,,,,,,,,,
f26ec3c8e4374e41b3f67e9623d7c25f-1,SFO-1530,190176355,"Brown, Aimee",05/27/2020 01:26:46 PM,EOBCDH_Treasury Oversight Committee,Member,Member - Treasury Oversight Committee,01/01/2019,12/31/2019,Aimee Brown Revocable Trust,[REDACTED],San Francisco,CA,94123,Trust,,Unset,,,,,,Unset,1000,"$1,001 - $10,000",,Real Property,2624 Laguna Street,[REDACTED],"San Francisco, CA",11/01/2002,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
35ac8f4ca02b487fa9f0faf1c15105ed,SFO-1684,190080940,"Sweet, Michael",05/21/2020 07:24:36 PM,EOBCDH_Human Rights Commission,Commissioner,Commissioner - Human Rights Commission Alternate - San Francisco Bay Area,01/01/2019,12/31/2019,Debra Sweet Attorney at Law,[REDACTED],San Francisco,CA,94127,Business Entity,Legal services,Sole Proprietorship,,Wife is sole proprietor,,,1000,"$0 - $1,999",250,$0 - $499,,,,,,,,,,,,
9cbb308ca99847c8889d0025d15c343c,SFO-1718,190068022,"Richardson, Linda",05/21/2020 12:35:27 PM,EOBCDH_Treasure Island Development Authority,Member,Member - Treasure Island Development Authority,01/01/2019,12/31/2019,ADR Continental Group,[REDACTED],San Francisco,CA,94124,Business Entity,"Professional Services - Consulting, Stakeholders Outreach, Environmental Planning Justice, Community Benefits, Training ",Other,LLC,Owner/CEO,,,1000000,"Over $1,000,000",100000,"Over $100,000",,,,,,,,,,,,
6bf9bd9e8f6d42be99d32a81c404dd35-1,SFO-154906,190028619,"Lai, Sharon",05/19/2020 04:44:36 PM,EOBCDH_Treasure Island Development Authority,Member,Member - Treasure Island Development Authority,01/01/2019,12/31/2019,Frymann Revocable Trust,[REDACTED],San Francisco,CA,94114,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",319-321 Arlington Tenant|4057 19th Street Tenant,Real Property,"319-321 Arlington Street, San Francisco",[REDACTED],"319-321 Arlington Street, San Francisco",,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
6bf9bd9e8f6d42be99d32a81c404dd35-2,SFO-154906,190028619,"Lai, Sharon",05/19/2020 04:44:36 PM,EOBCDH_Treasure Island Development Authority,Member,Member - Treasure Island Development Authority,01/01/2019,12/31/2019,Frymann Revocable Trust,[REDACTED],San Francisco,CA,94114,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",319-321 Arlington Tenant|4057 19th Street Tenant,Real Property,"4057 19th Street, San Francisco, CA 94114",[REDACTED],"4057 19th Street, San Francisco, CA 94114",,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
135b10da762a427382244b9d1fa184cc,SFO-153520,189974979,"Sugarman, Bradley",05/17/2020 04:28:35 PM,EOBCDH_Board of Examiners,Member,Member - Board of Examiners,01/01/2019,12/31/2019,Sugar Works,[REDACTED],San Francisco,Ca,94123,Business Entity,Architectural Design Consulting,Sole Proprietorship,,Ownership with Spouse,,,1000,"$0 - $1,999",250,$0 - $499,,,,,,,,,,,,
f4c09cdc19954988a6bb0b3d484a7942,SFO-152191,189972501,"Nuru, Mohammed",05/16/2020 05:22:19 PM,,,Director - Public Works Department,01/02/2019,12/31/2019,Landworks International ,[REDACTED],San Francisco,CA,94124,Business Entity,Landscaping,Sole Proprietorship,,Owner,,,1000,"$0 - $1,999",250,$0 - $499,,,,,,,,,,,,
99b9b81a378d443eaf707cf49bb24f29,SFO-151773,189972120,"Jones, Susan",05/16/2020 03:35:02 PM,EOBCDH_Juvenile Probation Commission,,Commissioner - Juvenile Probation Commission,02/25/2019,02/24/2020,DNA Ink,[REDACTED],San Francisco,CA,94115,Business Entity,Biotech advisory/consulting,Partnership,,Managing Partner,,,100000,"$100,001 - $1,000,000",10000,"$10,001 - $100,000",Halozyme|Biom'Up|Razor Genomics|PACT Pharma|Ambys,,,,,,,,,,,
793f39e5aa174e9e8b5caf373fc0385e,SFO-1699,189951033,"Reed, James",05/15/2020 09:12:32 AM,EOBCDH_Board of Examiners,Member,Member - Board of Examiners,01/01/2019,12/31/2019,"Reed Electric Company, Inc
DBA Century Electric",[REDACTED],San Francisco,CA,94102,Business Entity,Electrical Contracting,Other,C Corporation,"Owner, manager, President",,,100000,"$100,001 - $1,000,000",100000,"Over $100,000",,,,,,,,,,,,
b4818b56427d41aab6ea2c391e205a8e,SFO-1865,189766994,"Dooley, Kathleen",05/04/2020 01:06:45 PM,EOBCDH_Small Business Commission,Commissioner,Commissioner - Small Business Commission,01/01/2019,12/31/2019,Columbine Design Floral Company ,[REDACTED],San Francisco,CA,94133,Business Entity,florist,Sole Proprietorship,,owner,,,10000,"$10,001 - $100,000",1000,"$1,001 - $10,000",,,,,,,,,,,,
3435dfbfb7e942eabfe6bd586dcd716e-1,SFO-153423,189764115,"Tahbazof, Yosef",05/04/2020 11:54:49 AM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2019,12/31/2019,"SYTS Investments, LLC",[REDACTED],San Francisco,CA,94103,Business Entity,Real Estate Development & Management,Other,LLC,Member; Attorney,,,1000000,"Over $1,000,000",100000,"Over $100,000",,Real Property,915 Cayuga Avenue,[REDACTED],San Francisco,,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
3435dfbfb7e942eabfe6bd586dcd716e-3,SFO-153423,189764115,"Tahbazof, Yosef",05/04/2020 11:54:49 AM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2019,12/31/2019,"SYTS Investments, LLC",[REDACTED],San Francisco,CA,94103,Business Entity,Real Estate Development & Management,Other,LLC,Member; Attorney,,,1000000,"Over $1,000,000",100000,"Over $100,000",,Real Property,635 Burnett Avenue,[REDACTED],San Francisco,,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
3435dfbfb7e942eabfe6bd586dcd716e-4,SFO-153423,189764115,"Tahbazof, Yosef",05/04/2020 11:54:49 AM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2019,12/31/2019,"SYTS Investments, LLC",[REDACTED],San Francisco,CA,94103,Business Entity,Real Estate Development & Management,Other,LLC,Member; Attorney,,,1000000,"Over $1,000,000",100000,"Over $100,000",,Real Property,595-599 Naples Avenue,[REDACTED],San Francisco,,,100000,"$100,001 - $1,000,000",Property Ownership/Deed of Trust,,
3435dfbfb7e942eabfe6bd586dcd716e-5,SFO-153423,189764115,"Tahbazof, Yosef",05/04/2020 11:54:49 AM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2019,12/31/2019,"SYTS Investments, LLC",[REDACTED],San Francisco,CA,94103,Business Entity,Real Estate Development & Management,Other,LLC,Member; Attorney,,,1000000,"Over $1,000,000",100000,"Over $100,000",,Real Property,"363 6th Street, San Francisco, CA 94103",[REDACTED],"363 6th Street, San Francisco, CA 94103",01/01/2016,,1000000,"Over $1,000,000",Partnership,,
689e294fb420492bb48fadd48d377ac2,SFO-153423,189764115,"Tahbazof, Yosef",05/04/2020 11:54:49 AM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2019,12/31/2019,"345 6th, LLC",[REDACTED],San Francisco,CA,94112,Business Entity,Real estate development and holding.,Partnership,,Authorized Representative,03/22/2017,,1000000,"Over $1,000,000",250,$0 - $499,,,,,,,,,,,,
d4d13effbe624db18efad0d32ab46b2d,SFO-153423,189764115,"Tahbazof, Yosef",05/04/2020 11:54:49 AM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2019,12/31/2019,"Atlas Property Group, Inc.",[REDACTED],San Francisco,CA,94112,Business Entity,Real estate development and management.,Partnership,,Principal,11/16/2017,,10000,"$10,001 - $100,000",1000,"$1,001 - $10,000",,,,,,,,,,,,
1644f96a7b5948059e4a70778f954c9e-1,SFO-153423,189764115,"Tahbazof, Yosef",05/04/2020 11:54:49 AM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2019,12/31/2019,"SST Investments, LLC",[REDACTED],San Francisco,CA,94103,Business Entity,Real estate development & investment,Other,LLC,,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",,Real Property,22-24 Franklin Street,[REDACTED],San Francisco,,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
1644f96a7b5948059e4a70778f954c9e-2,SFO-153423,189764115,"Tahbazof, Yosef",05/04/2020 11:54:49 AM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2019,12/31/2019,"SST Investments, LLC",[REDACTED],San Francisco,CA,94103,Business Entity,Real estate development & investment,Other,LLC,,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",,Real Property,345 6th Street,[REDACTED],San Francisco,,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
1644f96a7b5948059e4a70778f954c9e-3,SFO-153423,189764115,"Tahbazof, Yosef",05/04/2020 11:54:49 AM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2019,12/31/2019,"SST Investments, LLC",[REDACTED],San Francisco,CA,94103,Business Entity,Real estate development & investment,Other,LLC,,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",,Real Property,270-280 Brighton Ave,[REDACTED],San Francisco,,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
1644f96a7b5948059e4a70778f954c9e-4,SFO-153423,189764115,"Tahbazof, Yosef",05/04/2020 11:54:49 AM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2019,12/31/2019,"SST Investments, LLC",[REDACTED],San Francisco,CA,94103,Business Entity,Real estate development & investment,Other,LLC,,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",,Investment,480 Potrero,[REDACTED],San Francisco,,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
1644f96a7b5948059e4a70778f954c9e-5,SFO-153423,189764115,"Tahbazof, Yosef",05/04/2020 11:54:49 AM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2019,12/31/2019,"SST Investments, LLC",[REDACTED],San Francisco,CA,94103,Business Entity,Real estate development & investment,Other,LLC,,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",,Real Property,1186 Treat Avenue,[REDACTED],San Francisco,,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
1644f96a7b5948059e4a70778f954c9e-6,SFO-153423,189764115,"Tahbazof, Yosef",05/04/2020 11:54:49 AM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2019,12/31/2019,"SST Investments, LLC",[REDACTED],San Francisco,CA,94103,Business Entity,Real estate development & investment,Other,LLC,,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",,Real Property,757 Treat Avenue,[REDACTED],San Francisco,,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
1644f96a7b5948059e4a70778f954c9e-7,SFO-153423,189764115,"Tahbazof, Yosef",05/04/2020 11:54:49 AM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2019,12/31/2019,"SST Investments, LLC",[REDACTED],San Francisco,CA,94103,Business Entity,Real estate development & investment,Other,LLC,,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",,Real Property,415 S. Van Ness Avenue,[REDACTED],San Francisco,,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
1644f96a7b5948059e4a70778f954c9e-8,SFO-153423,189764115,"Tahbazof, Yosef",05/04/2020 11:54:49 AM,EOBCDH_Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2019,12/31/2019,"SST Investments, LLC",[REDACTED],San Francisco,CA,94103,Business Entity,Real estate development & investment,Other,LLC,,,,1000000,"Over $1,000,000",10000,"$10,001 - $100,000",,Real Property,963 Oak Street,[REDACTED],San Francisco,,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
